,chembl_id,standard_type,standard_value,standard_unit,target_chembl_id
2104,CHEMBL1276308,Ki,0.4,nM,CHEMBL2034
2105,CHEMBL1276308,Ki,4.6,nM,CHEMBL1871
2106,CHEMBL1276308,Ki,1.1,nM,CHEMBL208
2107,CHEMBL1276308,Ki,0.82,nM,CHEMBL2034
2108,CHEMBL1276308,Ki,0.1,nM,CHEMBL2034
2109,CHEMBL1276308,Ki,10.0,nM,CHEMBL208
2110,CHEMBL1276308,Ki,2876.0,nM,CHEMBL242
2111,CHEMBL1276308,Ki,4700.0,nM,CHEMBL340
2112,CHEMBL1276308,Ki,8038.0,nM,CHEMBL237
2113,CHEMBL1276308,Ki,169.0,nM,CHEMBL2034
2114,CHEMBL1276308,Ki,200.0,nM,CHEMBL206
2115,CHEMBL1276308,Ki,0.4,nM,CHEMBL2034
2116,CHEMBL1276308,Ki,5.0,nM,CHEMBL2034
2117,CHEMBL1276308,Ki,22.0,nM,CHEMBL1871
2118,CHEMBL1276308,Ki,0.58,nM,CHEMBL208
2119,CHEMBL1276308,Ki,2250.0,nM,CHEMBL1947
2120,CHEMBL1276308,Ki,1.014,nM,CHEMBL2034
2121,CHEMBL1276308,Ki,3.0,nM,CHEMBL2034
2122,CHEMBL1276308,Ki,640.0,nM,CHEMBL1994
2123,CHEMBL1276308,Ki,750.0,nM,CHEMBL242
2124,CHEMBL1276308,Ki,1.1,nM,CHEMBL2034
2125,CHEMBL1276308,Ki,0.998,nM,CHEMBL208
2126,CHEMBL1276308,Ki,4700.0,nM,CHEMBL340
2127,CHEMBL1276308,Ki,0.84,nM,CHEMBL2034
2128,CHEMBL1276308,Ki,1.1,nM,CHEMBL208
2129,CHEMBL1276308,Ki,0.44,nM,CHEMBL2034
2130,CHEMBL1276308,Ki,1.0,nM,CHEMBL2034
2131,CHEMBL1276308,Ki,1.2,nM,CHEMBL2034
2132,CHEMBL1276308,Ki,10.0,nM,CHEMBL208
2133,CHEMBL1276308,Ki,6.0,nM,CHEMBL2034
2134,CHEMBL1276308,Ki,997.0,nM,CHEMBL233
2135,CHEMBL1276308,Ki,0.09,nM,CHEMBL2034
2136,CHEMBL1276308,Ki,0.68,nM,CHEMBL2034
2137,CHEMBL1276308,Ki,11047.0,nM,CHEMBL287
2138,CHEMBL1276308,Ki,6754.0,nM,CHEMBL206
2139,CHEMBL1276308,Ki,10000.0,nM,CHEMBL206
2140,CHEMBL1276308,Ki,1250.0,nM,CHEMBL1860
2141,CHEMBL1276308,Ki,0.64,nM,CHEMBL208
2142,CHEMBL1276308,Ki,0.24,nM,CHEMBL2034
2143,CHEMBL1276308,Ki,10.6,nM,CHEMBL1871
2144,CHEMBL1276308,Ki,0.2512,nM,CHEMBL208
2145,CHEMBL1276308,Ki,1.1,nM,CHEMBL208
2146,CHEMBL1276308,Ki,0.65,nM,CHEMBL1871
2147,CHEMBL1276308,Ki,15.0,nM,CHEMBL208
2148,CHEMBL1276308,Ki,12082.0,nM,CHEMBL1942
2149,CHEMBL1278,Ki,45.0,nM,CHEMBL214
2150,CHEMBL1278,Ki,3.3,nM,CHEMBL1898
2151,CHEMBL1278,Ki,2.3,nM,CHEMBL1983
2152,CHEMBL1279,Ki,10.3,nM,CHEMBL1898
2153,CHEMBL1279,Ki,4.4,nM,CHEMBL1983
2154,CHEMBL1279,Ki,62.0,nM,CHEMBL214
2155,CHEMBL1282,Ki,2987.0,nM,CHEMBL251
2156,CHEMBL1282,Ki,1288.0,nM,CHEMBL223
2157,CHEMBL1282,Ki,1481.0,nM,CHEMBL1941
2158,CHEMBL12856,Ki,393900.0,nM,CHEMBL4722
2159,CHEMBL12856,Ki,80800.0,nM,CHEMBL3983
2160,CHEMBL1287853,Ki,1002.0,nM,CHEMBL2148
2161,CHEMBL1287853,Ki,405.0,nM,CHEMBL3553
2162,CHEMBL1287853,Ki,105.0,nM,CHEMBL2835
2163,CHEMBL1289601,Ki,1.5,nM,CHEMBL2041
2164,CHEMBL1289601,Ki,10000.0,nM,CHEMBL261
2165,CHEMBL1289601,Ki,132.7,nM,CHEMBL4789
2166,CHEMBL1289601,Ki,10000.0,nM,CHEMBL205
2167,CHEMBL1289926,Ki,4.2,nM,CHEMBL3788
2168,CHEMBL1289926,Ki,4.2,nM,CHEMBL3788
2169,CHEMBL1289926,Ki,4.2,nM,CHEMBL3788
2170,CHEMBL1289926,Ki,3.8,nM,CHEMBL279
2171,CHEMBL1289926,Ki,56.0,nM,CHEMBL3650
2172,CHEMBL1289926,Ki,0.0,nM,CHEMBL4630
2173,CHEMBL1289,Ki,1862.0,nM,CHEMBL3371
2174,CHEMBL1289,Ki,126.0,nM,CHEMBL256
2175,CHEMBL1289,Ki,588.0,nM,CHEMBL1916
2176,CHEMBL1289,Ki,1565.0,nM,CHEMBL238
2177,CHEMBL1289,Ki,692.0,nM,CHEMBL224
2178,CHEMBL1289,Ki,1363.0,nM,CHEMBL225
2179,CHEMBL1289,Ki,431.0,nM,CHEMBL228
2180,CHEMBL1289,Ki,166.0,nM,CHEMBL234
2181,CHEMBL1289,Ki,458.0,nM,CHEMBL1867
2182,CHEMBL1289,Ki,282.0,nM,CHEMBL2056
2183,CHEMBL1289,Ki,2747.0,nM,CHEMBL222
2184,CHEMBL1289,Ki,459.0,nM,CHEMBL237
2185,CHEMBL1289,Ki,491.0,nM,CHEMBL2327
2186,CHEMBL1289,Ki,251.0,nM,CHEMBL1942
2187,CHEMBL128,Ki,10.0,nM,CHEMBL1898
2188,CHEMBL128,Ki,23.1,nM,CHEMBL1898
2189,CHEMBL128,Ki,8.6,nM,CHEMBL1983
2190,CHEMBL128,Ki,407.1,nM,CHEMBL214
2191,CHEMBL128,Ki,25.7,nM,CHEMBL1805
2192,CHEMBL128,Ki,8.5,nM,CHEMBL1983
2193,CHEMBL128,Ki,23.1,nM,CHEMBL1898
2194,CHEMBL128,Ki,5.5,nM,CHEMBL1898
2195,CHEMBL128,Ki,23.1,nM,CHEMBL1983
2196,CHEMBL128,Ki,22.0,nM,CHEMBL1898
2197,CHEMBL128,Ki,7.7,nM,CHEMBL1898
2198,CHEMBL128,Ki,4.4,nM,CHEMBL1983
2199,CHEMBL128,Ki,2.0,nM,CHEMBL1983
2200,CHEMBL128,Ki,341.0,nM,CHEMBL214
2201,CHEMBL128,Ki,330.0,nM,CHEMBL214
2202,CHEMBL128,Ki,36.0,nM,CHEMBL1898
2203,CHEMBL128,Ki,330.0,nM,CHEMBL214
2204,CHEMBL128,Ki,3.4,nM,CHEMBL1983
2205,CHEMBL128,Ki,19.1,nM,CHEMBL1898
2206,CHEMBL128,Ki,9.1,nM,CHEMBL1898
2207,CHEMBL128,Ki,8.5,nM,CHEMBL1983
2208,CHEMBL128,Ki,376.0,nM,CHEMBL224
2209,CHEMBL128,Ki,5.5,nM,CHEMBL1983
2210,CHEMBL128,Ki,30.0,nM,CHEMBL1983
2211,CHEMBL128,Ki,1.2,nM,CHEMBL1983
2212,CHEMBL128,Ki,230.0,nM,CHEMBL214
2213,CHEMBL128,Ki,1000.0,nM,CHEMBL224
2214,CHEMBL128,Ki,11.0,nM,CHEMBL1983
2215,CHEMBL128,Ki,3.4,nM,CHEMBL1983
2216,CHEMBL128,Ki,440.0,nM,CHEMBL214
2217,CHEMBL128,Ki,24.0,nM,CHEMBL1898
2218,CHEMBL128,Ki,218.0,nM,CHEMBL217
2219,CHEMBL128,Ki,7.7,nM,CHEMBL1898
2220,CHEMBL128,Ki,47.9,nM,CHEMBL1898
2221,CHEMBL128,Ki,341.0,nM,CHEMBL214
2222,CHEMBL128,Ki,5.7,nM,CHEMBL1983
2223,CHEMBL128,Ki,9.6,nM,CHEMBL1898
2224,CHEMBL128,Ki,440.0,nM,CHEMBL214
2225,CHEMBL128,Ki,8.5,nM,CHEMBL1983
2226,CHEMBL128,Ki,440.0,nM,CHEMBL214
2227,CHEMBL128,Ki,1000.0,nM,CHEMBL3155
2228,CHEMBL1293,Ki,340.0,nM,CHEMBL1697668
2229,CHEMBL1293,Ki,2260.0,nM,CHEMBL1743121
2230,CHEMBL12948,Ki,1803.0,nM,CHEMBL1867
2231,CHEMBL1294,Ki,30.0,nM,CHEMBL289
2232,CHEMBL1294,Ki,40.0,nM,CHEMBL289
2233,CHEMBL1294,Ki,5000.0,nM,CHEMBL4302
2234,CHEMBL1294,Ki,430.0,nM,CHEMBL4302
2235,CHEMBL1294,Ki,17500.0,nM,CHEMBL5685
2236,CHEMBL1294,Ki,8590.0,nM,CHEMBL4302
2237,CHEMBL1294,Ki,2600.0,nM,CHEMBL4302
2238,CHEMBL1294,Ki,9.8,nM,CHEMBL289
2239,CHEMBL1294,Ki,80.0,nM,CHEMBL289
2240,CHEMBL1294,Ki,60.0,nM,CHEMBL289
2241,CHEMBL1294,Ki,32000.0,nM,CHEMBL3397
2242,CHEMBL1294,Ki,43.0,nM,CHEMBL289
2243,CHEMBL1294,Ki,1500.0,nM,CHEMBL4302
2244,CHEMBL1297,Ki,383000.0,nM,CHEMBL2424
2245,CHEMBL1297,Ki,400000.0,nM,CHEMBL2424
2246,CHEMBL1297,Ki,383000.0,nM,CHEMBL2424
2247,CHEMBL129,Ki,150000.0,nM,CHEMBL4370
2248,CHEMBL129,Ki,200000.0,nM,CHEMBL4370
2249,CHEMBL129,Ki,150000.0,nM,CHEMBL4370
2250,CHEMBL129,Ki,2900.0,nM,CHEMBL2883
2251,CHEMBL129,Ki,7000.0,nM,CHEMBL2883
2252,CHEMBL129,Ki,200000.0,nM,CHEMBL4370
2253,CHEMBL12,Ki,17.0,nM,CHEMBL4956
2254,CHEMBL12,Ki,17.0,nM,CHEMBL3026
2255,CHEMBL12,Ki,16.0,nM,CHEMBL1962
2256,CHEMBL12,Ki,15.0,nM,CHEMBL5112
2257,CHEMBL1303,Ki,3.99,nM,CHEMBL234
2258,CHEMBL1303,Ki,0.06,nM,CHEMBL217
2259,CHEMBL1303,Ki,4.0,nM,CHEMBL234
2260,CHEMBL1303,Ki,0.06,nM,CHEMBL217
2261,CHEMBL1303,Ki,55.0,nM,CHEMBL219
2262,CHEMBL1303,Ki,20.0,nM,CHEMBL217
2263,CHEMBL1306,Ki,4590.0,nM,CHEMBL211
2264,CHEMBL1306,Ki,369.0,nM,CHEMBL1867
2265,CHEMBL1306,Ki,2336.0,nM,CHEMBL224
2266,CHEMBL1306,Ki,3134.0,nM,CHEMBL2035
2267,CHEMBL1306,Ki,3646.0,nM,CHEMBL225
2268,CHEMBL1306,Ki,1246.0,nM,CHEMBL1942
2269,CHEMBL1306,Ki,7070.0,nM,CHEMBL223
2270,CHEMBL1306,Ki,61.0,nM,CHEMBL1916
2271,CHEMBL1306,Ki,1913.0,nM,CHEMBL1821
2272,CHEMBL1306,Ki,1600.0,nM,CHEMBL234
2273,CHEMBL1306,Ki,4347.0,nM,CHEMBL238
2274,CHEMBL1306,Ki,6086.0,nM,CHEMBL228
2275,CHEMBL1306,Ki,214.0,nM,CHEMBL287
2276,CHEMBL1306,Ki,25182.0,nM,CHEMBL222
2277,CHEMBL1306,Ki,12740.0,nM,CHEMBL2056
2278,CHEMBL1306,Ki,1375.0,nM,CHEMBL216
2279,CHEMBL1306,Ki,3081.0,nM,CHEMBL245
2280,CHEMBL1319362,Ki,32.0,nM,CHEMBL216
2281,CHEMBL1319362,Ki,39.0,nM,CHEMBL2035
2282,CHEMBL1319362,Ki,16.0,nM,CHEMBL245
2283,CHEMBL1319362,Ki,75.0,nM,CHEMBL211
2284,CHEMBL1319362,Ki,14.0,nM,CHEMBL1821
2285,CHEMBL131,Ki,5000.0,nM,CHEMBL206
2286,CHEMBL131,Ki,2520.0,nM,CHEMBL1871
2287,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2288,CHEMBL131,Ki,2760.0,nM,CHEMBL1871
2289,CHEMBL131,Ki,2762.0,nM,CHEMBL1871
2290,CHEMBL131,Ki,2.4,nM,CHEMBL2034
2291,CHEMBL131,Ki,30.9,nM,CHEMBL2421
2292,CHEMBL131,Ki,1.5,nM,CHEMBL2034
2293,CHEMBL131,Ki,0.29,nM,CHEMBL1994
2294,CHEMBL131,Ki,2.4,nM,CHEMBL2034
2295,CHEMBL131,Ki,6000.0,nM,CHEMBL208
2296,CHEMBL131,Ki,5000.0,nM,CHEMBL208
2297,CHEMBL131,Ki,6000.0,nM,CHEMBL208
2298,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2299,CHEMBL131,Ki,37.0,nM,CHEMBL1994
2300,CHEMBL131,Ki,10000.0,nM,CHEMBL208
2301,CHEMBL131,Ki,5000.0,nM,CHEMBL208
2302,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2303,CHEMBL131,Ki,2.4,nM,CHEMBL2034
2304,CHEMBL131,Ki,5000.0,nM,CHEMBL208
2305,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2306,CHEMBL131,Ki,7.397,nM,CHEMBL2034
2307,CHEMBL131,Ki,1000.0,nM,CHEMBL208
2308,CHEMBL131,Ki,1.5,nM,CHEMBL2034
2309,CHEMBL131,Ki,5000.0,nM,CHEMBL206
2310,CHEMBL131,Ki,2.4,nM,CHEMBL2034
2311,CHEMBL131,Ki,1.5,nM,CHEMBL2034
2312,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2313,CHEMBL131,Ki,1.14,nM,CHEMBL2034
2314,CHEMBL131,Ki,5.3,nM,CHEMBL2034
2315,CHEMBL132530,Ki,54.0,nM,CHEMBL1978
2316,CHEMBL132530,Ki,50.0,nM,CHEMBL1978
2317,CHEMBL132530,Ki,27.0,nM,CHEMBL1978
2318,CHEMBL132530,Ki,542.0,nM,CHEMBL1978
2319,CHEMBL132530,Ki,43.0,nM,CHEMBL1978
2320,CHEMBL1328,Ki,14.5,nM,CHEMBL298
2321,CHEMBL1328,Ki,22.0,nM,CHEMBL298
2322,CHEMBL1328,Ki,52.0,nM,CHEMBL298
2323,CHEMBL1336,Ki,7071.0,nM,CHEMBL3155
2324,CHEMBL1336,Ki,3162.28,nM,CHEMBL1991
2325,CHEMBL1336,Ki,7943.28,nM,CHEMBL2493
2326,CHEMBL1336,Ki,3162.28,nM,CHEMBL2873
2327,CHEMBL1336,Ki,7943.28,nM,CHEMBL3438
2328,CHEMBL1336,Ki,316.23,nM,CHEMBL1868
2329,CHEMBL1336,Ki,2511.89,nM,CHEMBL3717
2330,CHEMBL1336,Ki,1000.0,nM,CHEMBL2007
2331,CHEMBL1336,Ki,10000.0,nM,CHEMBL3778
2332,CHEMBL1336,Ki,6309.57,nM,CHEMBL2695
2333,CHEMBL1336,Ki,5011.87,nM,CHEMBL4482
2334,CHEMBL1336,Ki,3162.28,nM,CHEMBL2468
2335,CHEMBL1336,Ki,3162.28,nM,CHEMBL5314
2336,CHEMBL1336,Ki,10000.0,nM,CHEMBL4516
2337,CHEMBL1336,Ki,7943.28,nM,CHEMBL3024
2338,CHEMBL1336,Ki,2511.89,nM,CHEMBL5073
2339,CHEMBL1336,Ki,1258.93,nM,CHEMBL5443
2340,CHEMBL1336,Ki,3296.0,nM,CHEMBL3426
2341,CHEMBL1336,Ki,3162.28,nM,CHEMBL1841
2342,CHEMBL1336,Ki,398.11,nM,CHEMBL5261
2343,CHEMBL1336,Ki,1995.26,nM,CHEMBL4578
2344,CHEMBL1336,Ki,6309.57,nM,CHEMBL5819
2345,CHEMBL1336,Ki,3981.07,nM,CHEMBL4179
2346,CHEMBL1336,Ki,3162.28,nM,CHEMBL4203
2347,CHEMBL1336,Ki,2511.89,nM,CHEMBL3650
2348,CHEMBL1336,Ki,3981.07,nM,CHEMBL3476
2349,CHEMBL1336,Ki,3981.07,nM,CHEMBL3009
2350,CHEMBL1336,Ki,1584.89,nM,CHEMBL5469
2351,CHEMBL1336,Ki,1995.26,nM,CHEMBL4273
2352,CHEMBL1336,Ki,158.49,nM,CHEMBL1844
2353,CHEMBL1336,Ki,2511.89,nM,CHEMBL5627
2354,CHEMBL1336,Ki,3162.28,nM,CHEMBL2637
2355,CHEMBL1336,Ki,5011.87,nM,CHEMBL2349
2356,CHEMBL1336,Ki,7943.28,nM,CHEMBL2543
2357,CHEMBL1336,Ki,3981.07,nM,CHEMBL5903
2358,CHEMBL1336,Ki,5011.87,nM,CHEMBL2973
2359,CHEMBL1336,Ki,316.23,nM,CHEMBL4852
2360,CHEMBL1336,Ki,1995.26,nM,CHEMBL258
2361,CHEMBL1336,Ki,3981.07,nM,CHEMBL5699
2362,CHEMBL1336,Ki,1584.89,nM,CHEMBL6054
2363,CHEMBL1336,Ki,1959.0,nM,CHEMBL224
2364,CHEMBL1336,Ki,7943.28,nM,CHEMBL2939
2365,CHEMBL1336,Ki,3981.07,nM,CHEMBL4036
2366,CHEMBL1336,Ki,6309.57,nM,CHEMBL3829
2367,CHEMBL1336,Ki,3981.07,nM,CHEMBL5026
2368,CHEMBL1336,Ki,0.021,nM,CHEMBL279
2369,CHEMBL1336,Ki,7943.28,nM,CHEMBL308
2370,CHEMBL1336,Ki,6.0,nM,CHEMBL1906
2371,CHEMBL1336,Ki,5011.87,nM,CHEMBL2148
2372,CHEMBL1336,Ki,1584.89,nM,CHEMBL6014
2373,CHEMBL1336,Ki,1584.89,nM,CHEMBL2959
2374,CHEMBL1336,Ki,10000.0,nM,CHEMBL205
2375,CHEMBL1336,Ki,79.43,nM,CHEMBL5719
2376,CHEMBL1336,Ki,398.11,nM,CHEMBL4501
2377,CHEMBL1336,Ki,3981.07,nM,CHEMBL4147
2378,CHEMBL1336,Ki,2511.89,nM,CHEMBL2971
2379,CHEMBL1336,Ki,6309.57,nM,CHEMBL4247
2380,CHEMBL1336,Ki,398.11,nM,CHEMBL3788
2381,CHEMBL1336,Ki,794.33,nM,CHEMBL4722
2382,CHEMBL1336,Ki,316.23,nM,CHEMBL4204
2383,CHEMBL1336,Ki,3162.28,nM,CHEMBL3529
2384,CHEMBL1336,Ki,1995.26,nM,CHEMBL4575
2385,CHEMBL1336,Ki,3162.28,nM,CHEMBL5568
2386,CHEMBL1336,Ki,3981.07,nM,CHEMBL3055
2387,CHEMBL1336,Ki,3162.28,nM,CHEMBL3231
2388,CHEMBL1336,Ki,7943.28,nM,CHEMBL5794
2389,CHEMBL1336,Ki,398.11,nM,CHEMBL3905
2390,CHEMBL1336,Ki,100.0,nM,CHEMBL2041
2391,CHEMBL1336,Ki,10000.0,nM,CHEMBL4896
2392,CHEMBL1336,Ki,3981.07,nM,CHEMBL2534
2393,CHEMBL1336,Ki,794.33,nM,CHEMBL2068
2394,CHEMBL1336,Ki,1584.89,nM,CHEMBL2815
2395,CHEMBL1336,Ki,6309.57,nM,CHEMBL5251
2396,CHEMBL1336,Ki,5011.87,nM,CHEMBL1981
2397,CHEMBL1336,Ki,1258.93,nM,CHEMBL2742
2398,CHEMBL1336,Ki,15.85,nM,CHEMBL260
2399,CHEMBL1336,Ki,3162.28,nM,CHEMBL3234
2400,CHEMBL1336,Ki,3981.07,nM,CHEMBL4225
2401,CHEMBL1336,Ki,1995.26,nM,CHEMBL2292
2402,CHEMBL1336,Ki,3981.07,nM,CHEMBL4121
2403,CHEMBL1336,Ki,5011.87,nM,CHEMBL5600
2404,CHEMBL1336,Ki,7943.28,nM,CHEMBL3831
2405,CHEMBL1336,Ki,5011.87,nM,CHEMBL5754
2406,CHEMBL1336,Ki,1995.26,nM,CHEMBL3553
2407,CHEMBL1336,Ki,7943.28,nM,CHEMBL2431
2408,CHEMBL1336,Ki,2511.89,nM,CHEMBL1075104
2409,CHEMBL1336,Ki,38.0,nM,CHEMBL5145
2410,CHEMBL1336,Ki,1995.26,nM,CHEMBL4237
2411,CHEMBL1336,Ki,6309.57,nM,CHEMBL4630
2412,CHEMBL1336,Ki,6309.57,nM,CHEMBL2801
2413,CHEMBL1336,Ki,3162.28,nM,CHEMBL5818
2414,CHEMBL1336,Ki,5011.87,nM,CHEMBL4375
2415,CHEMBL1336,Ki,5011.87,nM,CHEMBL2527
2416,CHEMBL1336,Ki,7943.28,nM,CHEMBL4282
2417,CHEMBL1336,Ki,10000.0,nM,CHEMBL261
2418,CHEMBL1336,Ki,8136.4,nM,CHEMBL2326
2419,CHEMBL1336,Ki,3981.07,nM,CHEMBL2964
2420,CHEMBL1336,Ki,10000.0,nM,CHEMBL5683
2421,CHEMBL1336,Ki,3981.07,nM,CHEMBL2793
2422,CHEMBL1336,Ki,1584.89,nM,CHEMBL6003
2423,CHEMBL1336,Ki,22.0,nM,CHEMBL279
2424,CHEMBL1336,Ki,7943.28,nM,CHEMBL2938
2425,CHEMBL1336,Ki,3981.07,nM,CHEMBL4599
2426,CHEMBL1336,Ki,7943.28,nM,CHEMBL4040
2427,CHEMBL1336,Ki,0.12,nM,CHEMBL279
2428,CHEMBL1336,Ki,158.49,nM,CHEMBL4895
2429,CHEMBL1336,Ki,7943.28,nM,CHEMBL2996
2430,CHEMBL1336,Ki,6309.57,nM,CHEMBL4708
2431,CHEMBL1336,Ki,3981.07,nM,CHEMBL2689
2432,CHEMBL1336,Ki,3981.07,nM,CHEMBL2345
2433,CHEMBL1336,Ki,3162.28,nM,CHEMBL6166
2434,CHEMBL1336,Ki,56.0,nM,CHEMBL1833
2435,CHEMBL1336,Ki,10000.0,nM,CHEMBL3594
2436,CHEMBL1336,Ki,6213.0,nM,CHEMBL3371
2437,CHEMBL1336,Ki,417.0,nM,CHEMBL225
2438,CHEMBL1336,Ki,6309.57,nM,CHEMBL3835
2439,CHEMBL1336,Ki,1181.0,nM,CHEMBL214
2440,CHEMBL1336,Ki,7943.28,nM,CHEMBL3032
2441,CHEMBL1336,Ki,10000.0,nM,CHEMBL4816
2442,CHEMBL1336,Ki,7943.28,nM,CHEMBL3357
2443,CHEMBL1336,Ki,7943.28,nM,CHEMBL301
2444,CHEMBL1336,Ki,10000.0,nM,CHEMBL4600
2445,CHEMBL1336,Ki,6309.57,nM,CHEMBL2595
2446,CHEMBL1336,Ki,6309.57,nM,CHEMBL4674
2447,CHEMBL1336,Ki,501.19,nM,CHEMBL4576
2448,CHEMBL1336,Ki,7943.28,nM,CHEMBL2828
2449,CHEMBL1336,Ki,5011.87,nM,CHEMBL5330
2450,CHEMBL1336,Ki,3981.07,nM,CHEMBL5678
2451,CHEMBL1336,Ki,3162.28,nM,CHEMBL262
2452,CHEMBL1336,Ki,630.96,nM,CHEMBL4898
2453,CHEMBL1336,Ki,2511.89,nM,CHEMBL4101
2454,CHEMBL1336,Ki,398.11,nM,CHEMBL5608
2455,CHEMBL1336,Ki,794.33,nM,CHEMBL2250
2456,CHEMBL1336,Ki,2511.89,nM,CHEMBL5543
2457,CHEMBL1336,Ki,7943.28,nM,CHEMBL4897
2458,CHEMBL1336,Ki,794.33,nM,CHEMBL1974
2459,CHEMBL1336,Ki,3.981,nM,CHEMBL1913
2460,CHEMBL1336,Ki,2511.89,nM,CHEMBL5284
2461,CHEMBL1336,Ki,10000.0,nM,CHEMBL4900
2462,CHEMBL1336,Ki,22.0,nM,CHEMBL5145
2463,CHEMBL1336,Ki,1584.89,nM,CHEMBL3116
2464,CHEMBL1336,Ki,10000.0,nM,CHEMBL5650
2465,CHEMBL1336,Ki,1584.89,nM,CHEMBL2896
2466,CHEMBL1336,Ki,1995.26,nM,CHEMBL267
2467,CHEMBL1336,Ki,6309.57,nM,CHEMBL2147
2468,CHEMBL1336,Ki,5011.87,nM,CHEMBL2850
2469,CHEMBL1336,Ki,3162.28,nM,CHEMBL4045
2470,CHEMBL1336,Ki,1995.26,nM,CHEMBL203
2471,CHEMBL1336,Ki,6309.57,nM,CHEMBL3629
2472,CHEMBL1336,Ki,199.53,nM,CHEMBL2185
2473,CHEMBL1336,Ki,10.0,nM,CHEMBL1075167
2474,CHEMBL1336,Ki,1584.89,nM,CHEMBL1824
2475,CHEMBL1336,Ki,3981.07,nM,CHEMBL2276
2476,CHEMBL1336,Ki,6309.57,nM,CHEMBL2426
2477,CHEMBL1336,Ki,10000.0,nM,CHEMBL4670
2478,CHEMBL1336,Ki,100.0,nM,CHEMBL1955
2479,CHEMBL1336,Ki,1584.89,nM,CHEMBL4202
2480,CHEMBL1336,Ki,1584.89,nM,CHEMBL5518
2481,CHEMBL1336,Ki,39.81,nM,CHEMBL279
2482,CHEMBL1336,Ki,158.49,nM,CHEMBL1862
2483,CHEMBL1336,Ki,1995.26,nM,CHEMBL1957
2484,CHEMBL1336,Ki,3162.28,nM,CHEMBL3587
2485,CHEMBL1336,Ki,1584.89,nM,CHEMBL4523
2486,CHEMBL1336,Ki,3981.07,nM,CHEMBL1936
2487,CHEMBL1336,Ki,630.96,nM,CHEMBL3836
2488,CHEMBL1336,Ki,7943.28,nM,CHEMBL2208
2489,CHEMBL1336,Ki,1584.89,nM,CHEMBL3094
2490,CHEMBL1336,Ki,15.85,nM,CHEMBL3886
2491,CHEMBL1336,Ki,3162.28,nM,CHEMBL5408
2492,CHEMBL1336,Ki,2511.89,nM,CHEMBL3920
2493,CHEMBL1337,Ki,37.0,nM,CHEMBL1861
2494,CHEMBL1346,Ki,10000.0,nM,CHEMBL245
2495,CHEMBL1346,Ki,15.9,nM,CHEMBL210
2496,CHEMBL1346,Ki,8.6,nM,CHEMBL1821
2497,CHEMBL1346,Ki,180.0,nM,CHEMBL213
2498,CHEMBL1346,Ki,0.84,nM,CHEMBL245
2499,CHEMBL1346,Ki,47.0,nM,CHEMBL211
2500,CHEMBL1346,Ki,50.0,nM,CHEMBL211
2501,CHEMBL1346,Ki,5.5,nM,CHEMBL216
2502,CHEMBL1346,Ki,0.74,nM,CHEMBL245
2503,CHEMBL1346,Ki,61.0,nM,CHEMBL210
2504,CHEMBL1346,Ki,1.3,nM,CHEMBL245
2505,CHEMBL1346,Ki,2.3,nM,CHEMBL2035
2506,CHEMBL1346,Ki,12.0,nM,CHEMBL211
2507,CHEMBL1346,Ki,5.5,nM,CHEMBL216
2508,CHEMBL1349,Ki,490000.0,nM,CHEMBL4605
2509,CHEMBL1349,Ki,740000.0,nM,CHEMBL4605
2510,CHEMBL1349,Ki,4080000.0,nM,CHEMBL4605
2511,CHEMBL134,Ki,6.166,nM,CHEMBL1942
2512,CHEMBL134,Ki,160.0,nM,CHEMBL1916
2513,CHEMBL134,Ki,3235.94,nM,CHEMBL214
2514,CHEMBL134,Ki,30.0,nM,CHEMBL1916
2515,CHEMBL134,Ki,31.62,nM,CHEMBL1942
2516,CHEMBL134,Ki,105.0,nM,CHEMBL1867
2517,CHEMBL134,Ki,55.0,nM,CHEMBL3923
2518,CHEMBL134,Ki,28.0,nM,CHEMBL1867
2519,CHEMBL134,Ki,10.0,nM,CHEMBL3923
2520,CHEMBL134,Ki,416869383470336.4,nM,CHEMBL232
2521,CHEMBL134,Ki,977.24,nM,CHEMBL229
2522,CHEMBL134,Ki,7.943,nM,CHEMBL1867
2523,CHEMBL134,Ki,512.86,nM,CHEMBL229
2524,CHEMBL134,Ki,8.71,nM,CHEMBL1867
2525,CHEMBL134,Ki,54.95,nM,CHEMBL3923
2526,CHEMBL134,Ki,9.333,nM,CHEMBL1916
2527,CHEMBL134,Ki,550.0,nM,CHEMBL5685
2528,CHEMBL134,Ki,8.9,nM,CHEMBL3923
2529,CHEMBL134,Ki,853.0,nM,CHEMBL1867
2530,CHEMBL134,Ki,56.23,nM,CHEMBL1916
2531,CHEMBL134,Ki,3.8,nM,CHEMBL1867
2532,CHEMBL134,Ki,595.0,nM,CHEMBL223
2533,CHEMBL134,Ki,373000.0,nM,CHEMBL2073673
2534,CHEMBL134,Ki,38.0,nM,CHEMBL1942
2535,CHEMBL134,Ki,3.8,nM,CHEMBL1867
2536,CHEMBL134,Ki,30.0,nM,CHEMBL1916
2537,CHEMBL1351474,Ki,2410.0,nM,CHEMBL3594
